"","...1","id","scientificName","kingdom","vernacularName","individualCount","longitudeDecimal","latitudeDecimal","country","stateProvince","eventDate","eventTime"
"7565",7565,"78160809@OBS","Anthus trivialis","Animalia","Tree Pipit",1,23.886909931898,52.705437055358,"Poland",NA,2013-08-05,NA
"7566",7566,"78160725@OBS","Ficedula hypoleuca","Animalia","European Pied Flycatcher",7,23.886909931898,52.705437055358,"Poland",NA,2013-08-05,NA
"7567",7567,"78160661@OBS","Turdus philomelos","Animalia","Song Thrush",1,23.849412314594,52.702862686271,"Poland",NA,2013-08-05,NA
"7568",7568,"78145678@OBS","Muscicapa striata","Animalia","Spotted Flycatcher",1,23.83687030524,52.702498621821,"Poland",NA,2013-08-05,NA
"7569",7569,"78145614@OBS","Carduelis carduelis","Animalia","European Goldfinch",1,23.83687030524,52.702498621821,"Poland",NA,2013-08-05,NA
"7570",7570,"78145585@OBS","Sturnus vulgaris","Animalia","Common Starling",12,23.83687030524,52.702498621821,"Poland",NA,2013-08-05,NA
"7571",7571,"78145350@OBS","Pelophylax spec.","Animalia","Green Frog spec.",20,23.83687030524,52.702498621821,"Poland",NA,2013-08-05,NA
"7572",7572,"78145132@OBS","Pica pica","Animalia","Eurasian Magpie",1,23.856772296131,52.708303787661,"Poland",NA,2013-08-05,NA
"7573",7573,"78145097@OBS","Lanius excubitor","Animalia","Great Grey Shrike",1,23.857898823917,52.708433793732,"Poland",NA,2013-08-05,NA
"7574",7574,"78145030@OBS","Dendrocopos major","Animalia","Great Spotted Woodpecker",1,23.880429714918,52.704162891659,"Poland",NA,2013-08-05,NA
"7575",7575,"78144998@OBS","Buteo buteo","Animalia","Common Buzzard",1,23.886195123196,52.70525503425,"Poland",NA,2013-08-05,NA
"7576",7576,"78144949@OBS","Sitta europaea","Animalia","Eurasian Nuthatch",1,23.879157006741,52.688453818093,"Poland",NA,2013-08-05,NA
"7577",7577,"78144822@OBS","Ciconia ciconia","Animalia","White Stork",1,23.867398202419,52.691003025491,"Poland",NA,2013-08-05,NA
"7578",7578,"78144733@OBS","Vulpes vulpes","Animalia","Red Fox",1,23.85,52.65,"Poland",NA,2013-08-05,NA
"7579",7579,"78144343@OBS","Vulpes vulpes","Animalia","Red Fox",1,23.85,52.65,"Poland",NA,2013-08-05,NA
"7580",7580,"78144168@OBS","Corvus corax","Animalia","Northern Raven",1,23.887825906277,52.705879103459,"Poland",NA,2013-08-05,NA
"7581",7581,"78136873@OBS","Asarum europaeum","Plantae","European Wild Ginger",1,23.858785629272,52.676225958936,"Poland",NA,2013-07-18,10:50:00
"7582",7582,"78136705@OBS","Lycaena dispar","Animalia","Large Copper",1,23.85,52.65,"Poland",NA,2013-07-18,10:50:00
"7583",7583,"78136543@OBS","Lycaena virgaureae","Animalia","Scarce Copper",1,23.85,52.65,"Poland",NA,2013-07-18,10:50:00
"7584",7584,"78136475@OBS","Calopteryx virgo","Animalia","Beautiful Demoiselle",1,23.888053894043,52.696413094981,"Poland",NA,2013-07-18,10:50:00
"7585",7585,"78136329@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",1,23.888053894043,52.696413094981,"Poland",NA,2013-07-18,10:25:00
"7586",7586,"78135584@OBS","Galium odoratum","Plantae","Woodruff",1,23.888440132141,52.698077596872,"Poland",NA,2013-07-18,10:25:00
"7587",7587,"78135443@OBS","Lathyrus spec.","Plantae",NA,1,23.888440132141,52.698077596872,"Poland",NA,2013-07-18,10:25:00
"7588",7588,"78135226@OBS","Daphne mezereum","Plantae","Mezereon",1,23.85,52.65,"Poland",NA,2013-07-18,10:15:00
"7589",7589,"78135141@OBS","Natrix natrix","Animalia","European Grass Snake",1,23.8,52.7,"Poland",NA,2013-07-17,15:45:00
"7590",7590,"78135068@OBS","Schoenoplectus lacustris","Plantae","Common Club-rush",1,23.844666481018,52.700600236556,"Poland",NA,2013-07-17,15:30:00
"7591",7591,"78134650@OBS","Nyctereutes procyonoides","Animalia","Raccoon Dog",1,23.836530502886,52.702934198574,"Poland",NA,2013-08-04,NA
"7592",7592,"78109275@OBS","Phoenicurus phoenicurus","Animalia","Common Redstart",1,23.886816725135,52.705437055358,"Poland",NA,2013-08-04,NA
"7593",7593,"78109066@OBS","Ficedula hypoleuca","Animalia","European Pied Flycatcher",1,23.886816725135,52.705437055358,"Poland",NA,2013-08-04,NA
"7594",7594,"78109041@OBS","Saxicola rubetra","Animalia","Whinchat",1,23.886816725135,52.705437055358,"Poland",NA,2013-08-04,NA
"7595",7595,"78109006@OBS","Coccothraustes coccothraustes","Animalia","Hawfinch",1,23.877933248878,52.702771670444,"Poland",NA,2013-08-04,NA
"7596",7596,"78108955@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,23.863306492567,52.712431291337,"Poland",NA,2013-08-04,NA
"7597",7597,"78108922@OBS","Phylloscopus collybita","Animalia","Common Chiffchaff",1,23.880858868361,52.692433637912,"Poland",NA,2013-08-04,NA
"7598",7598,"78108670@OBS","Grus grus","Animalia","Common Crane",1,23.857591375709,52.684434612316,"Poland",NA,2013-08-04,NA
"7599",7599,"78108637@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,23.859694227576,52.691237128913,"Poland",NA,2013-08-04,NA
"7600",7600,"78108584@OBS","Emberiza schoeniclus","Animalia","Common Reed Bunting",1,23.85969423,52.69123713,"Poland",NA,2013-08-04,NA
"7601",7601,"78108550@OBS","Chloris chloris","Animalia","European Greenfinch",1,23.862140402198,52.692329594953,"Poland",NA,2013-08-04,NA
"7602",7602,"78108461@OBS","Oriolus oriolus","Animalia","Eurasian Golden Oriole",8,23.862140402198,52.692329594953,"Poland",NA,2013-08-04,NA
"7603",7603,"78108228@OBS","Erithacus rubecula","Animalia","European Robin",1,23.871002420783,52.691029037045,"Poland",NA,2013-08-04,NA
"7604",7604,"78108189@OBS","Hirundo rustica","Animalia","Barn Swallow",1,23.881023153663,52.692381616463,"Poland",NA,2013-08-04,NA
"7605",7605,"78108069@OBS","Sitta europaea","Animalia","Eurasian Nuthatch",1,23.881023153663,52.692381616463,"Poland",NA,2013-08-04,NA
"7606",7606,"78107931@OBS","Lanius excubitor","Animalia","Great Grey Shrike",1,23.871461749077,52.716642892564,"Poland",NA,2013-08-04,NA
"7607",7607,"78107833@OBS","Sus scrofa","Animalia","Wild Boar",1,23.842449635267,52.715447047131,"Poland",NA,2013-08-04,NA
"7608",7608,"78102633@OBS","Capreolus capreolus","Animalia","European Roe Deer",1,15.310679,50.958558,"Poland",NA,2013-08-03,22:29:00
"7609",7609,"78102632@OBS","Bufo bufo","Animalia","Common Toad",1,15.323964,50.963727,"Poland",NA,2013-08-04,08:37:00
"7610",7610,"78102631@OBS","Cervus elaphus","Animalia","Red Deer",1,15.336399,50.973399,"Poland",NA,2013-08-04,09:16:00
"7611",7611,"78098603@OBS","Corvus frugilegus","Animalia","Rook",1,19.809291,50.022356,"Poland",NA,2013-08-02,11:32:00
"7612",7612,"78086598@OBS","Rana temporaria","Animalia","Common Frog",1,23.835507743061,52.701594948722,"Poland",NA,2013-08-03,NA
"7613",7613,"78086454@OBS","Zootoca vivipara","Animalia","Common Lizard",1,23.835507743061,52.701594948722,"Poland",NA,2013-08-03,NA
"7614",7614,"78086379@OBS","Pelophylax spec.","Animalia","Green Frog spec.",1,23.835507743061,52.701594948722,"Poland",NA,2013-08-03,NA
"7615",7615,"78085808@OBS","Natrix natrix","Animalia","European Grass Snake",1,23.8,52.7,"Poland",NA,2013-08-03,NA
"7616",7616,"78085788@OBS","Natrix natrix","Animalia","European Grass Snake",1,23.85,52.7,"Poland",NA,2013-08-03,NA
"7617",7617,"78085756@OBS","Lanius excubitor","Animalia","Great Grey Shrike",1,23.858038298786,52.70704270867,"Poland",NA,2013-08-03,NA
"7618",7618,"78085598@OBS","Passer montanus","Animalia","Eurasian Tree Sparrow",1,23.858038298786,52.70704270867,"Poland",NA,2013-08-03,NA
"7619",7619,"78085577@OBS","Saxicola rubetra","Animalia","Whinchat",1,23.858038298786,52.70704270867,"Poland",NA,2013-08-03,NA
"7620",7620,"78085289@OBS","Sturnus vulgaris","Animalia","Common Starling",1,23.858038298786,52.70704270867,"Poland",NA,2013-08-03,NA
"7621",7621,"78084982@OBS","Linaria cannabina","Animalia","Common Linnet",3,23.858038298786,52.70704270867,"Poland",NA,2013-08-03,NA
"7622",7622,"78077364@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,23.897510021925,52.901758148214,"Poland",NA,2013-08-03,NA
"7623",7623,"78077296@OBS","Sylvia communis","Animalia","Common Whitethroat",1,23.897510021925,52.901758148214,"Poland",NA,2013-08-03,NA
"7624",7624,"78077245@OBS","Sylvia communis","Animalia","Common Whitethroat",1,23.897510021925,52.901758148214,"Poland",NA,2013-08-03,NA
"7625",7625,"78076969@OBS","Sylvia communis","Animalia","Common Whitethroat",1,23.897510021925,52.901758148214,"Poland",NA,2013-08-03,NA
"7626",7626,"78076827@OBS","Motacilla alba","Animalia","White Wagtail",1,23.897510021925,52.901758148214,"Poland",NA,2013-08-03,NA
"7627",7627,"78076738@OBS","Sylvia atricapilla","Animalia","Eurasian Blackcap",1,23.897510021925,52.901758148214,"Poland",NA,2013-08-03,NA
"7628",7628,"78076622@OBS","Chloris chloris","Animalia","European Greenfinch",1,23.842340167612,52.698981297558,"Poland",NA,2013-08-03,NA
"7629",7629,"78076554@OBS","Columba palumbus","Animalia","Common Wood Pigeon",1,23.777047993062,52.750746792809,"Poland",NA,2013-08-03,NA
"7630",7630,"78076540@OBS","Columba palumbus","Animalia","Common Wood Pigeon",1,23.807147728221,52.845725148178,"Poland",NA,2013-08-03,NA
"7631",7631,"78076486@OBS","Lanius excubitor","Animalia","Great Grey Shrike",1,23.893411271274,52.900534217408,"Poland",NA,2013-08-03,NA
"7632",7632,"78076450@OBS","Saxicola rubetra","Animalia","Whinchat",1,23.893411271274,52.900534217408,"Poland",NA,2013-08-03,NA
"7633",7633,"78076417@OBS","Pica pica","Animalia","Eurasian Magpie",1,23.893411271274,52.900534217408,"Poland",NA,2013-08-03,NA
"7634",7634,"78076365@OBS","Tringa ochropus","Animalia","Green Sandpiper",1,23.893411271274,52.900534217408,"Poland",NA,2013-08-03,NA
"7635",7635,"78076284@OBS","Dendrocopos major","Animalia","Great Spotted Woodpecker",1,23.893411271274,52.900534217408,"Poland",NA,2013-08-03,NA
"7636",7636,"78076168@OBS","Parus major","Animalia","Great Tit",1,23.893411271274,52.900534217408,"Poland",NA,2013-08-03,NA
"7637",7637,"78076107@OBS","Cyanistes caeruleus","Animalia","Eurasian Blue Tit",1,23.893411271274,52.900534217408,"Poland",NA,2013-08-03,NA
"7638",7638,"78075945@OBS","Cervus elaphus","Animalia","Red Deer",1,23.854852172371,52.890772176376,"Poland",NA,2013-08-03,NA
"7639",7639,"78064490@OBS","Garrulus glandarius","Animalia","Eurasian Jay",1,23.338179588318,52.497831658557,"Poland",NA,2013-08-02,NA
"7640",7640,"78063567@OBS","Turdus pilaris","Animalia","Fieldfare",1,23.825169503689,52.694592473364,"Poland",NA,2013-08-02,NA
"7641",7641,"78062421@OBS","Motacilla alba","Animalia","White Wagtail",1,23.085247430179,54.0694080138368,"Poland",NA,2013-08-02,07:02:00
"7642",7642,"78059087@OBS","Erebia euryale","Animalia","Large Ringlet",1,19.783630371094,49.238140137357,"Poland",NA,2013-07-22,NA
"7643",7643,"78043456@OBS","Capreolus capreolus","Animalia","European Roe Deer",1,23.865881413221,52.692173530049,"Poland",NA,2013-08-02,NA
"7644",7644,"78043392@OBS","Sturnus vulgaris","Animalia","Common Starling",1,23.868713825941,52.704266906417,"Poland",NA,2013-08-02,NA
"7645",7645,"78043301@OBS","Passer montanus","Animalia","Eurasian Tree Sparrow",1,23.837099969387,52.698389683911,"Poland",NA,2013-08-02,NA
"7646",7646,"78043243@OBS","Sylvia communis","Animalia","Common Whitethroat",1,23.858929127455,52.693031880115,"Poland",NA,2013-08-02,NA
"7647",7647,"78043161@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,23.859229534864,52.691627298494,"Poland",NA,2013-08-02,NA
"7648",7648,"78043133@OBS","Grus grus","Animalia","Common Crane",1,23.85777041316,52.685540255966,"Poland",NA,2013-08-02,NA
"7649",7649,"78043106@OBS","Ciconia ciconia","Animalia","White Stork",1,23.85777041316,52.685540255966,"Poland",NA,2013-08-02,NA
"7650",7650,"78043077@OBS","Cygnus olor","Animalia","Mute Swan",1,23.864722698927,52.692017464588,"Poland",NA,2013-08-02,NA
"7651",7651,"78043012@OBS","Anthus trivialis","Animalia","Tree Pipit",1,23.864722698927,52.692017464588,"Poland",NA,2013-08-02,NA
"7652",7652,"78043002@OBS","Streptopelia decaocto","Animalia","Eurasian Collared Dove",1,23.863384947181,52.702498621821,"Poland",NA,2013-08-02,NA
"7653",7653,"78042981@OBS","Fringilla coelebs","Animalia","Common Chaffinch",1,23.861561045051,52.704019870963,"Poland",NA,2013-08-02,NA
"7654",7654,"78042965@OBS","Cervus elaphus","Animalia","Red Deer",1,23.85553881526,52.708921313049,"Poland",NA,2013-08-02,NA
"7655",7655,"78042919@OBS","Capreolus capreolus","Animalia","European Roe Deer",1,23.822079598904,52.708063275409,"Poland",NA,2013-08-02,NA
"7656",7656,"78042870@OBS","Motacilla alba","Animalia","White Wagtail",1,23.807145059109,52.723505371541,"Poland",NA,2013-08-02,NA
"7657",7657,"78042848@OBS","Sus scrofa","Animalia","Wild Boar",1,23.770696520805,52.730366770821,"Poland",NA,2013-08-02,NA
"7658",7658,"78042491@OBS","Cervus elaphus","Animalia","Red Deer",1,23.770696520805,52.730366770821,"Poland",NA,2013-08-02,NA
"7659",7659,"78041973@OBS","Carduelis carduelis","Animalia","European Goldfinch",1,23.858535513282,52.686840977365,"Poland",NA,2013-08-02,NA
"7660",7660,"78037437@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,23.835239857435,52.700886299894,"Poland",NA,2013-08-01,NA
"7661",7661,"78037359@OBS","Vanellus vanellus","Animalia","Northern Lapwing",1,23.80692243576,52.870373165063,"Poland",NA,2013-08-01,NA
"7662",7662,"78037326@OBS","Serinus serinus","Animalia","European Serin",5,23.80692243576,52.870373165063,"Poland",NA,2013-08-01,NA
"7663",7663,"78037271@OBS","Saxicola rubetra","Animalia","Whinchat",1,23.879588842392,52.901033338965,"Poland",NA,2013-08-01,NA
"7664",7664,"78037084@OBS","Ardea alba","Animalia","Great Egret",1,23.875468969345,52.901447517163,"Poland",NA,2013-08-01,NA
"7665",7665,"78036908@OBS","Pelophylax spec.","Animalia","Green Frog spec.",50,23.864251971245,52.90476080023,"Poland",NA,2013-08-01,NA
"7666",7666,"78036840@OBS","Anas platyrhynchos","Animalia","Mallard",1,23.835726678371,52.907918537324,"Poland",NA,2013-08-01,NA
"7667",7667,"78036721@OBS","Chlidonias niger","Animalia","Black Tern",1,23.835726678371,52.907918537324,"Poland",NA,2013-08-01,NA
"7668",7668,"78036630@OBS","Chlidonias hybrida","Animalia","Whiskered Tern",1,23.835726678371,52.907918537324,"Poland",NA,2013-08-01,NA
"7669",7669,"78036555@OBS","Linaria cannabina","Animalia","Common Linnet",1,23.832322955132,52.907142065936,"Poland",NA,2013-08-01,NA
"7670",7670,"78036514@OBS","Motacilla flava","Animalia","Western Yellow Wagtail",1,23.832322955132,52.907142065936,"Poland",NA,2013-08-01,NA
"7671",7671,"78036475@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,23.859959095716,52.902379403635,"Poland",NA,2013-08-01,NA
"7672",7672,"78036419@OBS","Fringilla coelebs","Animalia","Common Chaffinch",1,23.859959095716,52.902379403635,"Poland",NA,2013-08-01,NA
"7673",7673,"78036375@OBS","Turdus merula","Animalia","Common Blackbird",1,23.859959095716,52.902379403635,"Poland",NA,2013-08-01,NA
"7674",7674,"78036298@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,23.859959095716,52.902379403635,"Poland",NA,2013-08-01,NA
"7675",7675,"78036045@OBS","Cervus elaphus","Animalia","Red Deer",1,15.341644,50.877476,"Poland",NA,2013-08-01,13:09:00
"7676",7676,"78036044@OBS","Cervus elaphus","Animalia","Red Deer",1,15.343434,50.887411,"Poland",NA,2013-08-01,14:22:00
"7677",7677,"78035734@OBS","Upupa epops","Animalia","Eurasian Hoopoe",1,23.859959095716,52.902379403635,"Poland",NA,2013-08-01,NA
"7678",7678,"78034944@OBS","Muscicapa striata","Animalia","Spotted Flycatcher",1,23.839017748833,52.700418195274,"Poland",NA,2013-08-01,NA
"7679",7679,"78019592@OBS","Capreolus capreolus","Animalia","European Roe Deer",1,23.823796212673,52.706191134716,"Poland",NA,2013-08-01,NA
"7680",7680,"78019515@OBS","Erinaceus roumanicus","Animalia","Northern White-breasted Hedgehog",1,23.795759081841,52.726208475901,"Poland",NA,2013-08-01,NA
"7681",7681,"78019427@OBS","Delichon urbicum","Animalia","Common House Martin",1,23.858385980129,52.6895983786,"Poland",NA,2013-08-01,NA
"7682",7682,"78019304@OBS","Chloris chloris","Animalia","European Greenfinch",1,23.855840563774,52.685332136947,"Poland",NA,2013-08-01,NA
"7683",7683,"78019262@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,23.855840563774,52.685332136947,"Poland",NA,2013-08-01,NA
"7684",7684,"78019214@OBS","Ciconia ciconia","Animalia","White Stork",1,23.855840563774,52.685332136947,"Poland",NA,2013-08-01,NA
"7685",7685,"78019168@OBS","Grus grus","Animalia","Common Crane",1,23.865281939507,52.685644315104,"Poland",NA,2013-08-01,NA
"7686",7686,"78018890@OBS","Grus grus","Animalia","Common Crane",2,23.865530714393,52.684902888338,"Poland",NA,2013-08-01,NA
"7687",7687,"78018830@OBS","Anas platyrhynchos","Animalia","Mallard",1,23.84163742885,52.701471423608,"Poland",NA,2013-08-01,NA
"7688",7688,"78018789@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,23.835325352848,52.700249156261,"Poland",NA,2013-08-01,NA
"7689",7689,"78018722@OBS","Spinus spinus","Animalia","Eurasian Siskin",1,23.835325352848,52.700249156261,"Poland",NA,2013-08-01,NA
"7690",7690,"78015227@OBS","Sus scrofa","Animalia","Wild Boar",1,23.79524409771,52.726728284453,"Poland",NA,2013-08-01,NA
"7691",7691,"78010575@OBS","Buteo buteo","Animalia","Common Buzzard",1,23.77773463726,52.750632780035,"Poland",NA,2013-07-31,NA
"7692",7692,"77994647@OBS","Alces alces","Animalia","Elk",1,23.832879513502,52.701640457887,"Poland",NA,2013-07-31,NA
"7693",7693,"77994370@OBS","Gallinula chloropus","Animalia","Common Moorhen",1,23.863595835865,52.69517768145,"Poland",NA,2013-07-31,NA
"7694",7694,"77994361@OBS","Ardea cinerea","Animalia","Grey Heron",1,23.859307989478,52.691276146028,"Poland",NA,2013-07-31,NA
"7695",7695,"77994336@OBS","Serinus serinus","Animalia","European Serin",7,23.86681817472,52.704292910068,"Poland",NA,2013-07-31,NA
"7696",7696,"77994317@OBS","Saxicola rubetra","Animalia","Whinchat",1,23.860144838691,52.70643815788,"Poland",NA,2013-07-31,NA
"7697",7697,"77994300@OBS","Motacilla alba","Animalia","White Wagtail",1,23.860144838691,52.70643815788,"Poland",NA,2013-07-31,NA
"7698",7698,"77994259@OBS","Ciconia ciconia","Animalia","White Stork",5,23.853922113776,52.709038316875,"Poland",NA,2013-07-31,NA
"7699",7699,"77994139@OBS","Capreolus capreolus","Animalia","European Roe Deer",1,23.755202740431,52.728833445724,"Poland",NA,2013-07-31,NA
"7700",7700,"77994114@OBS","Sus scrofa","Animalia","Wild Boar",3,23.860209211707,52.706503163743,"Poland",NA,2013-07-31,NA
"7701",7701,"77994045@OBS","Sus scrofa","Animalia","Wild Boar",8,23.828381951898,52.704669961261,"Poland",NA,2013-07-31,NA
"7702",7702,"77985967@OBS","Alces alces","Animalia","Elk",1,23.832957968116,52.701393407566,"Poland",NA,2013-07-30,NA
"7703",7703,"77985850@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,23.809835314751,52.723609340192,"Poland",NA,2013-07-30,NA
"7704",7704,"77985804@OBS","Delichon urbicum","Animalia","Common House Martin",20,23.809835314751,52.723609340192,"Poland",NA,2013-07-30,NA
"7705",7705,"77985699@OBS","Anas platyrhynchos","Animalia","Mallard",1,23.835636489093,52.701614452656,"Poland",NA,2013-07-30,NA
"7706",7706,"77985420@OBS","Natrix natrix","Animalia","European Grass Snake",1,23.8,52.7,"Poland",NA,2013-07-30,NA
"7707",7707,"77978476@OBS","Campanula patula","Plantae","Spreading Bellflower",1,20.107412561774,49.399635575546,"Poland",NA,2013-07-17,NA
"7708",7708,"77978398@OBS","Roeseliana roeselii","Animalia","Roesel's Bush-cricket",1,19.9336268753,49.5781217692,"Poland",NA,2013-07-17,NA
"7709",7709,"77978392@OBS","Stachys palustris","Plantae","Marsh Woundwort",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7710",7710,"77978386@OBS","Lysimachia vulgaris","Plantae","Yellow Loosestrife",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7711",7711,"77978377@OBS","Galeopsis tetrahit","Plantae","Common Hemp-nettle",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7712",7712,"77978370@OBS","Vicia cracca","Plantae","Tufted Vetch",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7713",7713,"77978358@OBS","Trifolium medium","Plantae","Zigzag Clover",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7714",7714,"77978335@OBS","Veronica chamaedrys","Plantae","Germander Speedwell",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7715",7715,"77978298@OBS","Maniola jurtina","Animalia","Meadow Brown",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7716",7716,"77978292@OBS","Potentilla erecta","Plantae","Tormentil",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7717",7717,"77978276@OBS","Pieris napi","Animalia","Green-veined White",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7718",7718,"77978159@OBS","Maniola jurtina","Animalia","Meadow Brown",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7719",7719,"77978147@OBS","Chamaenerion angustifolium","Plantae","Rosebay Willowherb",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7720",7720,"77978121@OBS","Araschnia levana","Animalia","Map Butterfly",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7721",7721,"77978088@OBS","Aphantopus hyperantus","Animalia","Ringlet",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7722",7722,"77978055@OBS","Chrysochraon dispar","Animalia","Large Golden Grasshopper",1,19.9336268753,49.5781217692,"Poland",NA,2013-07-17,NA
"7723",7723,"77978045@OBS","Decticus verrucivorus","Animalia","Wart-Biter",1,19.9,49.55,"Poland",NA,2013-07-17,NA
"7724",7724,"77978032@OBS","Campanula patula","Plantae","Spreading Bellflower",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7725",7725,"77978008@OBS","Roeseliana roeselii","Animalia","Roesel's Bush-cricket",1,19.9336268753,49.5781217692,"Poland",NA,2013-07-17,NA
"7726",7726,"77977991@OBS","Centaurea cyanus","Plantae","Cornflower",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7727",7727,"77977963@OBS","Euphorbia cyparissias","Plantae","Cypress Spurge",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7728",7728,"77977941@OBS","Arctium tomentosum","Plantae","Woolly Burdock",1,19.933626875281,49.578121769236,"Poland",NA,2013-07-17,NA
"7729",7729,"77976901@OBS","Turdus philomelos","Animalia","Song Thrush",1,19.97069131583,49.282700059939,"Poland",NA,2013-07-27,NA
"7730",7730,"77970816@OBS","Carpodacus erythrinus","Animalia","Common Rosefinch",1,23.805118,52.722966,"Poland",NA,2013-07-16,20:00:00
"7731",7731,"77970815@OBS","Jynx torquilla","Animalia","Eurasian Wryneck",1,23.802389,52.724177,"Poland",NA,2013-07-16,20:09:00
"7732",7732,"77970814@OBS","Carpodacus erythrinus","Animalia","Common Rosefinch",1,23.817915,52.717689,"Poland",NA,2013-07-16,20:30:00
"7733",7733,"77970813@OBS","Acrocephalus schoenobaenus","Animalia","Sedge Warbler",1,23.817811,52.717503,"Poland",NA,2013-07-16,20:30:00
"7734",7734,"77970812@OBS","Dendrocoptes medius","Animalia","Middle Spotted Woodpecker",1,23.831324,52.692622,"Poland",NA,2013-07-17,08:25:00
"7735",7735,"77970811@OBS","Dryobates minor","Animalia","Lesser Spotted Woodpecker",1,23.817456,52.717402,"Poland",NA,2013-07-17,09:51:00
"7736",7736,"77970810@OBS","Oriolus oriolus","Animalia","Eurasian Golden Oriole",1,23.817445,52.71758,"Poland",NA,2013-07-17,09:52:00
"7737",7737,"77970809@OBS","Hippolais icterina","Animalia","Icterine Warbler",1,23.817446,52.717575,"Poland",NA,2013-07-17,09:58:00
"7738",7738,"77970808@OBS","Carpodacus erythrinus","Animalia","Common Rosefinch",2,23.817404,52.717595,"Poland",NA,2013-07-17,10:00:00
"7739",7739,"77970807@OBS","Clanga pomarina","Animalia","Lesser Spotted Eagle",1,23.770946,52.730995,"Poland",NA,2013-07-17,10:25:00
"7740",7740,"77970806@OBS","Hippolais icterina","Animalia","Icterine Warbler",1,23.767719,52.731789,"Poland",NA,2013-07-17,10:29:00
"7741",7741,"77970805@OBS","Turdus pilaris","Animalia","Fieldfare",1,23.767688,52.731774,"Poland",NA,2013-07-17,10:30:00
"7742",7742,"77970804@OBS","Lanius excubitor","Animalia","Great Grey Shrike",1,23.763132,52.732635,"Poland",NA,2013-07-17,11:02:00
"7743",7743,"77970802@OBS","Jynx torquilla","Animalia","Eurasian Wryneck",1,23.831364,52.692507,"Poland",NA,2013-07-17,15:19:00
"7744",7744,"77970801@OBS","Saxicola rubetra","Animalia","Whinchat",3,23.831353,52.692617,"Poland",NA,2013-07-17,15:19:00
"7745",7745,"77970800@OBS","Coccothraustes coccothraustes","Animalia","Hawfinch",2,23.831353,52.692617,"Poland",NA,2013-07-17,15:20:00
"7746",7746,"77970799@OBS","Anthus trivialis","Animalia","Tree Pipit",1,23.831353,52.692617,"Poland",NA,2013-07-17,15:20:00
"7747",7747,"77970798@OBS","Turdus philomelos","Animalia","Song Thrush",1,23.831273,52.69278,"Poland",NA,2013-07-17,15:47:00
"7748",7748,"77970797@OBS","Muscicapa striata","Animalia","Spotted Flycatcher",3,23.831237,52.692747,"Poland",NA,2013-07-17,15:49:00
"7749",7749,"77970796@OBS","Picus viridis","Animalia","European Green Woodpecker",1,23.831346,52.69245,"Poland",NA,2013-07-17,19:58:00
"7750",7750,"77970794@OBS","Tetrastes bonasia","Animalia","Hazel Grouse",1,23.7,52.7,"Poland",NA,2013-07-18,06:13:00
"7751",7751,"77970793@OBS","Jynx torquilla","Animalia","Eurasian Wryneck",4,23.726027,52.732684,"Poland",NA,2013-07-18,06:39:00
"7752",7752,"77970792@OBS","Dendrocopos leucotos","Animalia","White-backed Woodpecker",2,23.777001,52.722837,"Poland",NA,2013-07-18,07:23:00
"7753",7753,"77970791@OBS","Poecile montanus","Animalia","Willow Tit",1,23.778591,52.722874,"Poland",NA,2013-07-18,07:26:00
"7754",7754,"77970790@OBS","Sitta europaea","Animalia","Eurasian Nuthatch",2,23.778514,52.722919,"Poland",NA,2013-07-18,07:27:00
"7755",7755,"77970789@OBS","Dendrocoptes medius","Animalia","Middle Spotted Woodpecker",1,23.785911,52.723086,"Poland",NA,2013-07-18,07:34:00
"7756",7756,"77970786@OBS","Phylloscopus trochilus","Animalia","Willow Warbler",1,23.845417,52.706253,"Poland",NA,2013-07-18,11:10:00
